1059500328,2,fully flagged
1059500448,2,fully flagged
1059500568,2,fully flagged
1059500688,2,fully flagged
1059500816,2,fully flagged
1059500936,2,fully flagged
1059501056,2,fully flagged
1059501176,2,fully flagged
1059501304,2,fully flagged
1059501424,2,fully flagged
1059501544,2,fully flagged
1059501664,2,fully flagged
1059501792,2,fully flagged
1059501912,2,fully flagged
1059502032,2,fully flagged
1059502152,2,fully flagged
1059502280,2,fully flagged
1059502400,2,fully flagged
1059502520,2,fully flagged
1059502640,2,fully flagged
1059502768,2,fully flagged
1059502888,2,fully flagged
1059503008,2,fully flagged
1059503128,2,fully flagged
1059503256,2,fully flagged
1059503376,2,fully flagged
1059503496,2,fully flagged
1059503616,2,fully flagged
1059503744,2,fully flagged
1059503864,2,fully flagged
1059503984,2,fully flagged
1059504104,2,fully flagged
1059504232,2,fully flagged
1059504352,2,fully flagged
1059504472,2,fully flagged
1059504592,2,fully flagged
1059504720,2,fully flagged
1059504840,2,fully flagged
1059504960,2,fully flagged
1059505080,2,fully flagged
1059505208,2,fully flagged
1059505328,2,fully flagged
1059505448,2,fully flagged
1059505568,2,fully flagged
1059505696,2,fully flagged
1059505816,2,fully flagged
1059505936,3,bad MILLITIM header
1059506056,3,bad MILLITIM header
1059506184,3,bad MILLITIM header
1059506304,3,bad MILLITIM header
1059506424,3,bad MILLITIM header
1059506544,3,bad MILLITIM header
1059506672,3,bad MILLITIM header
1059506792,3,bad MILLITIM header
1065192464,2,ends early
1065192584,2,ends early
1065192704,2,ends early
1065192832,2,ends early
1065192952,2,ends early
1065193072,2,ends early
1065193192,2,ends early
1065193320,2,ends early
1065193440,2,ends early
1065193560,2,ends early
1065193680,2,ends early
1065193808,2,ends early
1065193928,2,ends early
1065194048,2,ends early
1065194168,2,ends early
1065194296,2,ends early
1065194416,2,ends early
1065194536,2,ends early
1065194656,2,ends early
1065194784,2,ends early
1065194904,2,ends early
1065195024,2,ends early
1065278992,2,ends early
1065279112,2,ends early
1065279240,2,ends early
1065279360,2,ends early
1065279480,2,ends early
1065279600,2,ends early
1065279728,2,ends early
1065279848,2,ends early
1065279968,2,ends early
1065280088,2,ends early
1065280216,2,ends early
1065280336,2,ends early
1065280456,2,ends early
1065280576,2,ends early
1065280704,2,ends early
1065282656,2,ends early
1065282776,2,ends early
1065282896,2,ends early
1065283016,2,ends early
1065283144,2,ends early
1065283264,2,ends early
1065283384,2,ends early
1065283504,2,ends early
1065283632,2,ends early
1065283752,2,ends early
1065283872,2,ends early
1065283992,2,ends early
1065284120,2,ends early
1065284240,2,ends early
1065284360,2,ends early
1065284480,2,ends early
1065284608,2,ends early
1065284728,2,ends early
1065284848,2,ends early
1065284968,2,ends early
1065285096,2,ends early
1065285216,2,ends early
1065285336,2,ends early
1065285456,2,ends early
1065285584,2,ends early
1065285704,2,ends early
1065285824,2,ends early
1065285944,2,ends early
1065286072,2,ends early
1065286192,2,ends early
1065286312,2,ends early
1065286432,2,ends early
1065286560,2,ends early
1065451256,2,ends early
1065451384,2,ends early
1065451504,2,ends early
1065451624,2,ends early
1065451744,2,ends early
1065451872,2,ends early
1065451992,2,ends early
1065452112,2,ends early
1065452232,2,ends early
1065452360,2,ends early
1065452480,2,ends early
1065452600,2,ends early
1065452720,2,ends early
1065452848,2,ends early
1065452968,2,ends early
1065454920,2,ends early
1065455040,2,ends early
1065455160,2,ends early
1065455288,2,ends early
1065455408,2,ends early
1065455528,2,ends early
1065455648,2,ends early
1065455776,2,ends early
1065455896,2,ends early
1065456016,2,ends early
1065456136,2,ends early
1065456264,2,ends early
1065456384,2,ends early
1065456504,2,ends early
1065456624,2,ends early
1065456752,2,ends early
1065456872,2,ends early
1065456992,2,ends early
1065457112,2,ends early
1065457240,2,ends early
1065457360,2,ends early
1065457480,2,ends early
1065457600,2,ends early
1065457728,2,ends early
1065457848,2,ends early
1065457968,2,ends early
1065458088,2,ends early
1065458216,2,ends early
1065458336,2,ends early
1065458456,2,ends early
1065458576,2,ends early
1065458704,2,ends early
1065458824,2,ends early
1066576032,2,FitsError252
1088192848,2,fully flagged
1088194432,2,fully flagged
1088194560,2,fully flagged
1088194680,2,fully flagged
1088194920,2,fully flagged
1088195168,2,fully flagged
1088195288,2,fully flagged
1088195408,2,fully flagged
1088195536,2,fully flagged
1088195656,2,fully flagged
1088195776,2,fully flagged
1088195896,2,fully flagged
1088196024,2,fully flagged
1088196144,2,fully flagged
1088196264,2,fully flagged
1088196512,2,fully flagged
1088196632,2,fully flagged
1088196752,2,fully flagged
1088196872,2,fully flagged
1088197120,2,fully flagged
1088197240,2,fully flagged
1088197360,2,fully flagged
1088197488,2,fully flagged
1088197608,2,fully flagged
1088197728,2,fully flagged
1088197848,2,fully flagged
1088197976,2,fully flagged
1088198096,2,fully flagged
1088198216,2,fully flagged
1088198336,2,fully flagged
1088198464,2,fully flagged
1088198584,2,ends early
1088198704,2,ends early
1088198824,2,ends early
1088198952,2,ends early
1088199072,2,ends early
1088199192,2,ends early
1088199312,2,ends early
1088199440,2,ends early
1088199560,2,ends early
1088199680,2,ends early
1088199800,2,ends early
1088199928,2,ends early
1088200048,2,ends early
1088200168,2,ends early
1088200288,2,ends early
1088200416,2,fully flagged
1088200536,2,fully flagged
1088200656,2,fully flagged
1088200776,2,fully flagged
1088200904,2,fully flagged
1088201024,2,fully flagged
1088201144,2,fully flagged
1088201264,2,fully flagged
1088201392,2,fully flagged
1088201512,2,fully flagged
1088201632,2,fully flagged
1088201752,2,fully flagged
1088201880,2,fully flagged
1088202000,2,fully flagged
1088202120,2,fully flagged
1088202240,2,ends early
1088202368,2,ends early
1088202488,2,ends early
1088202608,2,ends early
1088202728,2,ends early
1088202856,2,ends early
1088202976,2,ends early
1088203096,2,ends early
1088451216,2,Inconsistent TIME header
1088451344,2,Inconsistent TIME header
1088451464,2,Inconsistent TIME header
1088451584,2,Inconsistent TIME header
1088451704,2,inconsistent TIME header
1088452072,2,Inconsistent TIME header
1088452440,2,Inconsistent TIME header
1088452560,2,Inconsistent TIME header
1088452680,2,Inconsistent TIME header
1088452808,2,Inconsistent TIME header
1088452928,2,Inconsistent TIME header
1088453168,2,Inconsistent TIME header
1088453416,2,inconsistent TIME header
1088453536,2,inconsistent TIME header
1088453656,2,inconsistent TIME header
1088453784,2,inconsistent TIME header
1088453904,2,inconsistent TIME header
1088454024,2,inconsistent TIME header
1088454144,2,inconsistent TIME header
1088454272,2,inconsistent TIME header
1088454392,2,inconsistent TIME header
1088454512,2,inconsistent TIME header
1088454632,2,inconsistent TIME header
1088454760,2,inconsistent TIME header
1088454880,2,inconsistent TIME header
1088455000,2,inconsistent TIME header
1088455120,2,inconsistent TIME header
1088455248,2,inconsistent TIME header
1088455248,2,Inconsistent TIME header
1088455368,2,inconsistent TIME header
1088455368,2,Inconsistent TIME header
1088455488,2,inconsistent TIME header
1088455488,2,Inconsistent TIME header
1088455608,2,inconsistent TIME header
1088455608,2,Inconsistent TIME header
1088455736,2,inconsistent TIME header
1088455736,2,Inconsistent TIME header
1088455856,2,inconsistent TIME header
1088455856,2,Inconsistent TIME header
1088455976,2,inconsistent TIME header
1088455976,2,Inconsistent TIME header
1088456096,2,inconsistent TIME header
1088456096,2,Inconsistent TIME header
1088456224,2,inconsistent TIME header
1088456224,2,Inconsistent TIME header
1088456344,2,inconsistent TIME header
1088456344,2,Inconsistent TIME header
1088456464,2,inconsistent TIME header
1088456464,2,Inconsistent TIME header
1088456584,2,inconsistent TIME header
1088456584,2,Inconsistent TIME header
1088456712,2,inconsistent TIME header
1088456712,2,Inconsistent TIME header
1088456832,2,inconsistent TIME header
1088456832,2,Inconsistent TIME header
1088456952,2,inconsistent TIME header
1088456952,2,Inconsistent TIME header
1088457072,2,inconsistent TIME header
1088457200,2,inconsistent TIME header
1088457320,2,inconsistent TIME header
1088457440,2,inconsistent TIME header
1088457560,2,inconsistent TIME header
1088457688,2,inconsistent TIME header
1088457808,2,inconsistent TIME header
1088457928,2,inconsistent TIME header
1088458048,2,inconsistent TIME header
1088458176,2,inconsistent TIME header
1088458296,2,inconsistent TIME header
1088458416,2,inconsistent TIME header
1088458536,2,inconsistent TIME header
1088458664,2,inconsistent TIME header
1088458784,2,inconsistent TIME header
1088458904,2,inconsistent TIME header
1088458904,2,Inconsistent TIME header
1088459024,2,inconsistent TIME header
1088459024,2,Inconsistent TIME header
1088459152,2,inconsistent TIME header
1088459152,2,Inconsistent TIME header
1088459272,2,inconsistent TIME header
1088459272,2,Inconsistent TIME header
1088459392,2,inconsistent TIME header
1088459392,2,Inconsistent TIME header
1088459512,2,inconsistent TIME header
1088459512,2,Inconsistent TIME header
1088459640,2,inconsistent TIME header
1088459640,2,Inconsistent TIME header
1088459760,2,inconsistent TIME header
1088459760,2,Inconsistent TIME header
1088459880,2,inconsistent TIME header
1088459880,2,Inconsistent TIME header
1088460000,2,inconsistent TIME header
1088460000,2,Inconsistent TIME header
1088460128,2,inconsistent TIME header
1088460248,2,inconsistent TIME header
1088460248,2,Inconsistent TIME header
1088460368,2,inconsistent TIME header
1088460368,2,Inconsistent TIME header
1088460488,2,inconsistent TIME header
1088460488,2,Inconsistent TIME header
1088460616,2,inconsistent TIME header
1088460616,2,Inconsistent TIME header
1088460736,2,inconsistent TIME header
1088460856,2,inconsistent TIME header
1088460976,2,inconsistent TIME header
1088461104,2,inconsistent TIME header
1088461224,2,inconsistent TIME header
1088461344,2,inconsistent TIME header
1088461464,2,inconsistent TIME header
1088461592,2,inconsistent TIME header
1088461712,2,inconsistent TIME header
1088461832,2,inconsistent TIME header
1088461952,2,inconsistent TIME header
1088462080,2,inconsistent TIME header
1088462200,2,inconsistent TIME header
1088884232,2,Inconsistent TIME header
1088884360,2,Inconsistent TIME header
1088884480,2,Inconsistent TIME header
1088884600,2,Inconsistent TIME header
1088884720,2,Inconsistent TIME header
1088884848,2,Inconsistent TIME header
1088884968,2,Inconsistent TIME header
1088885088,2,Inconsistent TIME header
1088885216,2,Inconsistent TIME header
1088885336,2,Inconsistent TIME header
1088885456,2,Inconsistent TIME header
1088885576,2,Inconsistent TIME header
1088885704,2,Inconsistent TIME header
1088885824,2,Inconsistent TIME header
1088885944,2,Inconsistent TIME header
1088886064,2,Inconsistent TIME header
1088886192,2,Inconsistent TIME header
1088886312,2,Inconsistent TIME header
1088886432,2,Inconsistent TIME header
1088886552,2,Inconsistent TIME header
1088886672,2,Inconsistent TIME header
1088886800,2,Inconsistent TIME header
1088886920,2,Inconsistent TIME header
1088887040,2,Inconsistent TIME header
1088887160,2,Inconsistent TIME header
1088887288,2,Inconsistent TIME header
1088887408,2,Inconsistent TIME header
1088887528,2,Inconsistent TIME header
1088887656,2,Inconsistent TIME header
1088887776,2,Inconsistent TIME header
1088887896,2,Inconsistent TIME header
1088888016,2,Inconsistent TIME header
1088888144,2,Inconsistent TIME header
1088888264,2,Inconsistent TIME header
1088888384,2,Inconsistent TIME header
1088888504,2,Inconsistent TIME header
1088888632,2,Inconsistent TIME header
1088888752,2,Inconsistent TIME header
1088888872,2,Inconsistent TIME header
1088888992,2,Inconsistent TIME header
1088889120,2,Inconsistent TIME header
1088889240,2,Inconsistent TIME header
