1061316784,phase1-cluster0
1061316912,phase1-cluster0
1061319472,phase1-cluster0
1061319592,phase1-cluster0
1061319712,phase1-cluster0
1061319840,phase1-cluster0
1061319960,phase1-cluster0
1061320200,phase1-cluster0
1061320568,phase1-cluster0
1061320688,phase1-cluster0
1061320816,phase1-cluster0
1064763720,phase1-cluster0
1090615448,phase1-cluster1
1090701248,phase1-cluster1
1090701488,phase1-cluster1
1090701608,phase1-cluster1
1090701736,phase1-cluster1
1090787896,phase1-cluster1
1090788016,phase1-cluster1
1090959616,phase1-cluster1
1090959856,phase1-cluster1
1091045776,phase1-cluster1
1091045904,phase1-cluster1
1091046144,phase1-cluster1
1091046392,phase1-cluster1
1091046760,phase1-cluster1
1091132184,phase1-cluster1
1091904552,phase1-cluster1
1091907728,phase1-cluster1
1091907968,phase1-cluster1
1091908096,phase1-cluster1
1091993768,phase1-cluster1
1091994008,phase1-cluster1
1091994136,phase1-cluster1
1092338304,phase1-cluster1
1092338424,phase1-cluster1
1091042976,phase1-cluster2
1091904432,phase1-cluster2
1092335376,phase1-cluster2
1092506848,phase1-cluster2
1092507456,phase1-cluster2
1092507704,phase1-cluster2
1092507824,phase1-cluster2
1092507944,phase1-cluster2
1092508312,phase1-cluster2
1092597160,phase1-cluster2
1092597280,phase1-cluster2
1092765952,phase1-cluster2
1092769000,phase1-cluster2
1092851992,phase1-cluster2
1092852240,phase1-cluster2
1092852480,phase1-cluster2
1092852600,phase1-cluster2
1092855168,phase1-cluster2
1092855288,phase1-cluster2
1092937912,phase1-cluster2
1092938648,phase1-cluster2
1092938768,phase1-cluster2
1092938888,phase1-cluster2
1093024200,phase1-cluster2
1093024568,phase1-cluster2
1093024808,phase1-cluster2
1094316656,phase1-cluster2
1094747600,phase1-cluster2
1129557744,phase1-cluster2
1090702224,phase1-cluster3
1092508192,phase1-cluster3
1092508552,phase1-cluster3
1092510504,phase1-cluster3
1092510632,phase1-cluster3
1092510752,phase1-cluster3
1092511240,phase1-cluster3
1092855528,phase1-cluster3
1092941328,phase1-cluster3
1092941448,phase1-cluster3
1092941576,phase1-cluster3
1092941936,phase1-cluster3
1093027616,phase1-cluster3
1093027984,phase1-cluster3
1093028224,phase1-cluster3
1090702584,phase1-cluster4
1092511120,phase1-cluster4
1092852728,phase1-cluster4
1092852968,phase1-cluster4
1092853216,phase1-cluster4
1092855408,phase1-cluster4
1092855656,phase1-cluster4
1092855776,phase1-cluster4
1092855896,phase1-cluster4
1092939256,phase1-cluster4
1092941696,phase1-cluster4
1092941816,phase1-cluster4
1092942064,phase1-cluster4
1093027736,phase1-cluster4
1093028104,phase1-cluster4
1091907480,phase1-cluster5
1091907600,phase1-cluster5
1092424712,phase1-cluster5
1092424832,phase1-cluster5
1092425072,phase1-cluster5
1092939376,phase1-cluster5
1094665096,phase1-cluster5
1094665344,phase1-cluster5
1087251504,phase1-cluster6
1087251872,phase1-cluster6
1087251992,phase1-cluster6
1087252120,phase1-cluster6
1087941184,phase1-cluster6
1088284016,phase1-cluster6
1088284136,phase1-cluster6
1088284384,phase1-cluster6
1088284504,phase1-cluster6
1088284624,phase1-cluster6
1088285720,phase1-cluster6
1088285848,phase1-cluster6
1088285968,phase1-cluster6
1088286208,phase1-cluster6
1088286336,phase1-cluster6
1088286456,phase1-cluster6
1088289136,phase1-cluster6
1088372008,phase1-cluster6
1088372376,phase1-cluster6
1088372616,phase1-cluster6
1069760464,phase1-cluster7
1069760592,phase1-cluster7
1069760712,phase1-cluster7
1069760832,phase1-cluster7
1069763888,phase1-cluster7
1069764008,phase1-cluster7
1069764616,phase1-cluster7
1069764736,phase1-cluster7
1069764864,phase1-cluster7
1069764984,phase1-cluster7
1087424448,phase1-cluster7
1087424568,phase1-cluster7
1087424688,phase1-cluster7
1087424816,phase1-cluster7
1088282184,phase1-cluster8
1088282552,phase1-cluster8
1088282672,phase1-cluster8
1088282792,phase1-cluster8
1088283408,phase1-cluster8
1088283896,phase1-cluster8
1088288408,phase1-cluster8
1088288776,phase1-cluster8
1088288896,phase1-cluster8
1088289016,phase1-cluster8
1088289264,phase1-cluster8
1088289384,phase1-cluster8
1088289504,phase1-cluster8
1088374568,phase1-cluster8
1088374816,phase1-cluster8
1088375304,phase1-cluster8
1088375544,phase1-cluster8
1088375672,phase1-cluster8
1088375792,phase1-cluster8
1088547144,phase1-cluster8
1088547512,phase1-cluster8
1088547632,phase1-cluster8
1088547752,phase1-cluster8
1088547872,phase1-cluster8
1088630376,phase1-cluster8
1088630504,phase1-cluster8
1088630624,phase1-cluster8
1088633184,phase1-cluster8
1088633552,phase1-cluster8
1088633672,phase1-cluster8
1088716664,phase1-cluster8
1088719592,phase1-cluster8
1088719712,phase1-cluster8
1088719960,phase1-cluster8
1088720328,phase1-cluster8
1088802832,phase1-cluster8
1088802952,phase1-cluster8
1088805512,phase1-cluster8
1088805632,phase1-cluster8
1088805880,phase1-cluster8
1088375424,phase1-cluster9
1088546896,phase1-cluster9
1088547264,phase1-cluster9
1088630256,phase1-cluster9
1088633304,phase1-cluster9
1088633432,phase1-cluster9
1088633792,phase1-cluster9
1088633920,phase1-cluster9
1088634040,phase1-cluster9
1088716784,phase1-cluster9
1088719840,phase1-cluster9
1088720080,phase1-cluster9
1088720200,phase1-cluster9
1088802704,phase1-cluster9
1088806120,phase1-cluster9
1088806248,phase1-cluster9
1088806368,phase1-cluster9
1088806488,phase1-cluster9
1088806856,phase1-cluster9
1090615200,phase1-cluster10
1090615328,phase1-cluster10
1090615568,phase1-cluster10
1090615696,phase1-cluster10
1090615816,phase1-cluster10
1090615936,phase1-cluster10
1090701856,phase1-cluster10
1090701976,phase1-cluster10
